text,scenario,label
may i know what is trending in twitter,social,60
who has responded to my business within the last twenty four hours,social,60
how many likes did i get today,social,60
do i have any new facebook notifications,social,60
is there anything new on snapchat,social,60
Has @realdonaldtrump posted anything new on twitter,social,60
get me updates from kenny's facebook from the weekend,social,60
find updates from vicki's facebook from mardi gras day,social,60
let me know what maria has put on her facebook over the weekend,social,60
find me new comments from my facebook,social,60
let me know if linda posts anything on my facebook today,social,60
let me know if i get a new personal message from martha on facebook today,social,60
did anybody post on facebook today,social,60
are there any news regarding our president on facebook today,social,60
are there any new snaps on snapchat,social,60
what are the latest tweets from the new york times,social,60
how many likes does my last instagram photo have,social,60
do i have any new friend requests,social,60
read me the last tweet from the washington post,social,60
open facebook messenger,social,60
how many likes does my status from yesterday have,social,60
check my twitter account,social,60
check my facebook for notifications,social,60
check my last post on instagram,social,60
check my facebook notification,social,60
check my last post on facebook,social,60
check my twitter notification,social,60
did my friend rohit posted something on facebook,social,60
is my friend rohit online on facebook,social,60
check how many likes did i got on my most recent post,social,60
whats online,social,60
what going on,social,60
tell me whats on the web,social,60
get me latest updates from facebook,social,60
what's trending on twitter,social,60
how many notifications do i have on facebook,social,60
new friends request details,social,60
new updates,social,60
live show reminders,social,60
give me my facebook update every three hours,social,60
in every three hours give me my facebook update,social,60
my facebook update in every three hour should be available,social,60
take a snap,general,27
what are today's highlights from facebook,social,60
what did happen today,social,60
show me latest notifications,social,60
what's new in facebook,social,60
what is trending on twitter,social,60
how many likes i have got on my eggless cake post on youtube,social,60
is there any post from my friend mike in facebook,social,60
tell me the best player of basketball of this week,social,60
make the list of person of the year,social,60
hi there tell me latest updates of times of india page in facebook,social,60
please tell me latest video going viral on twitter for topic narendra modi,social,60
hey olly inform me about latest picture updated by priya chopra on instagram,social,60
i am bored,general,27
did anyone like my photo i just posted,social,60
has sarah posted anything today,social,60
what time is bina going live with her sale on facebook,social,60
show me the posts of my friends in the last hour,social,60
show me a list of places where my relatives have been based on their photos,social,60
what friends were in popular places the last day,social,60
can anyone tell me what's you guys discussing,social,60
latest tweets,social,60
latest news feed from facebook,social,60
latest instagram posts,social,60
tell me the exact count of followers on my twitter handle as of today,social,60
how many people are following me on twitter now,social,60
give me details of my twitter handle profile including the total number of followers,social,60
what's new on social media,social,60
anything new on social media,social,60
tell me what's happening on social media,social,60
can you tell me what happened to my social media,social,60
please let me know what's happening to my social media,social,60
please scan my social media and tell me what's happening,social,60
facebook,social,60
instagram,social,60
myspace,social,60
any new facebook posts from amy,social,60
has john replied to my facebook post,social,60
did renee just post to my facebook feed,social,60
what's new on my facebook account,social,60
open social media account,social,60
social media updates,social,60
has mary posted anything to facebook today,social,60
any new interests from linda,social,60
has derek logged into facebook today,social,60
what is the latest from my feed,social,60
what new posts are on my page,social,60
read me new post on my feed,social,60
what did jeff post on the yard sale page,social,60
please inform me of any new status updates,social,60
are there any updates on facebook,social,60
what's hot social media topics,social,60
trending social media,social,60
tell me what's new,social,60
has anyone follow me today on twitter today,social,60
show me my social media notifications,social,60
i haven't checked my facebook yet are there any updates from my close friends,social,60
i heard ale just got married can you please show me the wedding pictures on their instagram,social,60
can you please update me on the latest tweets from my feed,social,60
tell me what's going on with facebook,social,60
tell me what's trending on twitter,social,60
do i have any private messages on any social media,social,60
please give me the latest feed updates,social,60
what was last sent to me in my social media feed,social,60
read to me the last messages in my feed,social,60
what's new on facebook,social,60
has anyone commented on my status,social,60
who's birthdays are today on facebook,social,60
what's the latest in my social media,social,60
give me my social media update,social,60
what's happening in my social media,social,60
please read my facebook feed,social,60
do i have any new tweets,social,60
check instagram,social,60
what was the latest post,social,60
what posts have i missed from my friends,social,60
take me to the most popular post,social,60
what's going on on fb,social,60
hows twitter,social,60
anything new on insta,social,60
can you show me the popular posts from facebook today,social,60
show me my husbands facebook posts today,social,60
give me some funny facebook posts,social,60
please check my facebook account,social,60
please check the trending topics on twitter,social,60
please google search my name and see what the results say,general,27
has wendy posted on facebook,social,60
is there any new vegan news on facebook,social,60
who is doing facebook live right now,social,60
what's happening on social media right now,social,60
what's trending on social media,social,60
what is happening on facebook,social,60
what are the big news stories on twitter,social,60
are there any new snapchats,social,60
have i received any mentions on twitter,social,60
did anyone message me on facebook,social,60
has anyone tagged me in a photo on facebook,social,60
i am angry,general,27
i need a manger,general,27
what's the most popular story on my facebook newsfeed,social,60
did anyone get engaged or give birth among my online friends,social,60
is everyone on my facebook list watching the game,social,60
did tracy update her facebook status today,social,60
can i see my facebook feed,social,60
what are trending topics on twitter right now,social,60
our water bill was too high,general,27
what's going on facebook,social,60
tell me what's happening on instagram,social,60
tell me what's going on snap chat,social,60
please check the news on social media,social,60
did you resolve,general,27
inappropriate activity,general,27
too private,general,27
too much,general,27
show me my latest social media activity,social,60
please update me on my social media accounts,social,60
is there anything important happening on social media,social,60
brief me about my news feed stories,social,60
have i got new content in my twitter feed,social,60
did mark post anything new on facebook,social,60
remind me to tweet at this company,calendar,9
please look in to the matter,general,27
address the situation,general,27
clear out the problem,general,27
hi what is happening in twitter today,social,60
hi what is the hot topic in facebook,social,60
hi what kind of pictures you uploaded in pinterest,social,60
what are the latest updates on my facebook account,social,60
what are the latest tweets on my twitter account,social,60
what are the latest photos on my instagram account,social,60
need info,social,60
facebook info,social,60
social info,social,60
what notifications do i have in social media,social,60
do i have any new messages in twitter instagram or facebook,social,60
who has written to me or mentioned me in social media,social,60
this brings some problems to us,general,27
what is jimmy johns's corporate number,email,16
is there anything exciting on twitter today,social,60
was there any articles on shark attacks on snapchat yesterday,social,60
is trump tweeting today,social,60
is anything trending on social media today,social,60
tell me if anything important is happening on social media today,social,60
check facebook and twitter and tell me if anything interesting is happening,social,60
add new email to anna,email,14
create new contact with email,email,14
add this person's email,email,14
send email to martha saying last evening was wild,email,17
reply to patrick that i am on my way,email,17
drop a message to jan write i will be late,email,17
what's the email address of silvia,email,16
send email to my brother,email,17
please email my team,email,17
email my favourite contacts,email,17
hey email jan about our meeting,email,17
please send email to pawel with reminder,email,17
email to pawel regarding latest news,email,17
hey please reply to last pawel's email,email,17
answer to pawel's email,email,17
could you please send back to pawel this answer,email,17
send an email to c@emoteck dot co,email,17
create an email to toby at tobytoday dot com,email,17
send an email to jeff at gmail dot com,email,17
what's his number,email,16
tell me the landline number,email,16
send email to emilia saying i will be late please don't wait with dinner,email,17
email to matthew with content project finished send me invoice please,email,17
email to caroline how are you can you send me updates on last project cheers tomasz,email,17
what is job title of jan medvesek,email,16
where seth lives,email,16
email to caroline how are you can you send me updates on last project cheers tomasz,email,17
can you send an email to chelsea please,email,17
email chelsea,email,17
send an email to my mum that i will visit her next weekend,email,17
reply an email to jason that i will not come tonight,email,17
email my sister about mom's birthday jane we should think about arranging the party at the park,email,17
email james about the softball game james we need to get some refreshments before heading over,email,17
email david about the meeting tomorrow david can we have the meeting in the afternoon,email,17
i would like to know about jane's party,general,27
what is a work phone number of emilia,email,16
when is jacob's birthday,email,16
create new contact,email,14
add email to existing contact,email,14
change my mum's email in my phonebook,email,14
reply to last email say sorry cannot make it,email,17
reply to dad write I will be late,email,17
respond to all that i am on my way,email,17
go to contacts and add a new email to the list,email,17
here is a new email address to be added to the contacts,email,17
go to contacts and enter a new email address,email,17
go to email compile,email,17
add mail id subject content,email,17
send that,email,17
start a new email to,email,17
send to the contact an email as follows,email,17
go to email and send message to,email,17
please reply to my most recent email,email,17
open my most recent email and reply,email,17
reply to my most recent email,email,17
send an email to ray,email,17
compose a new email to ray,email,17
write an email recipient ray,email,17
choose contact,email,16
select information you want,email,16
how we calculate,email,17
how its come to us,email,17
how we can get credit,email,17
email my mother,email,17
send an email to my boss,email,17
send an email to sjobs@apple dot com,email,17
forward email address to my new email,email,17
send email to current email address,email,17
please send to new email address listed,email,17
send this content via email,email,17
forward shown content to blahblah@blah dot com with email,email,17
pass the following using email to jake jake,email,17
send email to mom asking about the weather,email,17
send an email to mom what is the weather like there this week,email,17
send an email to mom subject weather body what is the weather like there this week,email,17
is alex saved in my contacts list,email,16
is there email id of john in the list,email,16
how many contacts are there named john,email,16
please give me details of allen from my contact,email,16
is there a contact named allen in my list,email,16
open the profile of allen from my contact,email,16
what is email id of john,email,16
how many numbers are saved for alex,email,16
find all the contacts named john,email,16
send an email to john that i am on my way to home,email,17
forward the concert dates to jerry by email,email,17
send a copy of the bills to mecky by email,email,17
hey ms the email address of john miller,email,16
look up for the residential address of my team leader,email,16
fetch me the phone number of Alexander,email,16
pleas reply to the mail of allen,email,17
i want to reply to allen,email,17
open the recent mail of allen and reply for it,email,17
send an email to foroogh that says I got the job,email,17
compose an email that says are you coming tonight and send it to my sister in law,email,17
i want to send an email to ali ali that says sorry,email,17
could you please send an email to my husband,email,17
could you please gather a list of local restaurants and email them to my husband,email,17
could you please send and email to my friend susie letting her know i won't be at church tomorrow,email,17
send an email to adele,email,17
i want to email my supervisor,email,17
email mahmoud,email,17
add john@gmail dot com to contacts,email,14
add new email to contacts,email,14
link john@gmail dot com to john in contacts,email,17
send happy new year to john@gmail dot com,email,17
send to john@gmail dot com a message happy new year,email,17
email happy new year to john,email,17
when is john's birthday,email,16
what is john's last name,email,16
what is john's phone number,email,16
please reply to my colleagues mail about his query,email,17
send a reply to my friend for his question,email,17
reply thank you to john,email,17
send will do thanks to john as a reply to his last message,email,17
send a reply email thank you very much to john@gmail dot com,email,17
send email to jim,email,17
prepare email for susan,email,17
email gary,email,17
add a new contact for daniel bell dbell@aol dot com,email,14
i need to add this new contact for sam smith ssmith@yahoo dot com,email,14
add erosser@hotmail dot com as a new contact for emily rosser,email,14
send email to gary,email,17
email family,email,17
send an email to rae telling her my phone is back in service,email,17
send an email to julie that i can meet up with her on saturday at one pm,email,17
send an email to bill that i'm sorry i didn't realize he was so sick,email,17
add the new email to my contacts,email,14
add email to contacts,email,14
add this email to my contact list,email,14
send email to my contact,email,17
email my contact with the following message,email,17
email the following message to this contact please,email,17
reply to the latest email,email,17
please reply to the email,email,17
send this email to reply to the latest emails,email,17
add something@gmail dot com to my contacts,email,14
will you please put something something@gmail dot com in my contacts,email,14
open up contacts and add email something@gmail dot com,email,14
mail administrator,email,17
find john smith in contacts,email,16
open contacts and find john smith,email,16
open contacts and call john smith,email,16
reply to the email from john,email,17
respond to the email from john doe,email,17
draft response to john's email,email,17
send an email to james asking when he is getting off of work,email,17
email jennifer the new schedule of the meeting for tomorrow,email,17
email alice to let her know we are on the way,email,17
mahaboobsayyad@gmail dot com,email,17
smsayyad1985@outlook dot com,email,17
kishore17051985@gmail dot com,email,17
please send an email to parisa,email,17
can you send an email to parisa,email,17
compose an email to parisa,email,17
send danielle an email,email,17
i need to send an email to laura,email,17
pull up outlook i need to send a email,email,17
see if there is something related to my job,general,27
what is john smith's home phone number,email,16
do i have the address for the apple store in my contacts,email,16
add rebecca green to my list of favorite contacts,email,16
add work email address,email,14
add sarah as email contact,email,14
add dr rosenstock as an email contact,email,14
send answer to george,email,17
answer email from sally,email,17
reply to truette and let him know i will be there,email,17
give me petey's telephone number,email,16
what is the email address for tessa,email,16
do i have any other contact phone number for alison,email,16
add this new email,email,14
save this email in contact,email,14
add this new email with contact,email,14
email ashwin patel my best wishes and an attachment of workpdf,email,17
mail gaurav my phone number and other contact details,email,17
send ashmit his latest tech topics available,email,17
send an email to john asking him what time works for the meeting,email,17
email karen about the budget meeting,email,17
email staff group distribution about tomorrow's meeting,email,17
hello you have a send an email to someone,email,17
hey i want to send an email to my friend,email,17
kya tum mere friend ke paas ek email bhej sakte ho,email,17
please check and tell me contact details of mongomery llc company,email,16
check and tell me the address of my friend alex,email,16
please check and tell me where is the location of toms new business,email,16
send email to joseph@gmail dot com,email,17
send an email to jesse,email,17
can you create an email for me,email,17
please start an email to jesse,email,17
what's jesse's number,email,16
what's jesse's address,email,16
what's jesse's birthday,email,16
what's june's address nowadays,email,16
can you give me the newest phone number for bobby mcgee,email,16
is hayden still living on turnpike lane,email,16
add a new email address which is,email,14
add email address iamironman@gmail dot com,email,14
add jpearsonjessica@gmail dot com to email contacts,email,14
send an email to rohit saying i am busy tomorrow,email,17
can you send email to my friend rohit which says i am busy tomorrow,email,17
email rohit saying i am busy tomorrow,email,17
hey start an email to coworker,email,17
please compose a new email to coworker,email,17
open new email to this coworker at this email,email,17
please send an email to my son regarding the payment of the fees,email,17
please send an email to sally regarding tomorrows meeting,email,17
send a mail to alex asking about the due payment,email,17
please send an email to david davis email address,email,17
compose new email to david davis email address,email,17
send email to david davis email address,email,17
send john a mail for financial report two thousand and seventeen,email,17
send mail to sanantha about body exercise schedule,email,17
send mail to ismail for office opening time table,email,17
hey send an email to my friend,email,17
i want to send an email to my family do you help me,email,17
send raj a mail for job,email,17
send mail to john for money,email,17
send mail to sil for cap,email,17
reply to email,email,17
write an email,email,17
reply to that email,email,17
reply to john stating that i will attend the party,email,17
respond to graham and let him know that i will be free tomorrow,email,17
reply to the email from my bank and inform them that i have paid the credit card dues,email,17
send an email to peter that where he is now and if he is at the market text him to bring some wine,email,17
send an email to with the subject as test and no content,email,17
send a hi to,email,17
send a test email to,email,17
display address of john,email,16
list phone and email id of robert,email,16
show number and contact email of rehan,email,16
please reply to my boss most recent email and say that the ppt will be ready in one hour maximum,email,17
email my boss that i will be late today because of an emergency and apologize to him for missing the meeting,email,17
add carl's email to my contact,email,14
save new email addresses to my contacts,email,14
add this email to my address book,email,14
email my mom,email,17
send an email to my manager,email,17
send an email to peter and ask him how is he now can i do something to help him,email,17
send an email to my boss and attach the presentation file with it apologize for being late,email,17
email george brown,email,17
send an email to george brown,email,17
start a new email to george brown,email,17
send an email to sharon,email,17
email my boss that i'm coming in late today,email,17
send an email to my boss about my leave,email,17
send an email to my brother and say wedding anniversary,email,17
send an email to my friend say birthday wishes,email,17
search the contact,email,16
select the contact,email,16
select the information on the contact,email,16
what is mom's email address,email,16
where does fred work,email,16
what is jill's home phone number,email,16
reply to all emails received between ten pm and seven am everyday,email,17
all emails received between ten pm and seven am everyday is to be replied,email,17
between ten pm and seven am everyday all emails received has to be replied to,email,17
just let me know next week's weather in california,email,17
reply to all emails received from ten pm to nine am,email,17
all emails received between ten pm to nine am is to be replied to,email,17
between ten pm to nine am all emails received is to be replied to,email,17
email work team this week's schedule,email,17
send reminder to friend list of tomorrow's birthday brunch,calendar,9
send help only to jane,email,17
send to jane only help,email,17
help is to be sent only to jane,email,17
reply back to emily,email,17
make a new email for emily,email,17
send give the details asap to john@gmail dot com,email,17
send thank you so much mom to mom,email,17
send email how are you dad to dad,email,17
send email to manoj vyas,email,17
send email to jugal,email,17
send email to rajesh,email,17
reply thank you to john@gmail dot com,email,17
send email thank you very much to sarah as a reply,email,17
send reply thank you so much mom to mom,email,17
give me the details of friend,email,16
where does this friend live,email,16
show me the information of friend,email,16
add this new email to my contacts,email,17
this new email should be added to my contact,email,17
i would like this new email should be added to my contacts,email,17
send email to mommy that i'll be going the party,email,17
send email to daddy i'll be going to the birthday party,email,17
send email to enalen i'm going to send the files the next day,email,17
email aran,email,17
compose an email to aran,email,17
create an email to aran,email,17
compose a mail for jack,email,17
quick reply to jack so please send a mail,email,17
respond to jack quickly,email,17
where does tar work currently,email,16
do i have the contact of tara john,email,16
what is the address of tara john,email,16
how many of them are important,general,27
remember this email,email,14
here's an email address,email,14
add a new email,email,14
open reply,email,17
reply back to this email,email,17
send reply,email,17
reply email to charlotte,email,17
can you reply to charlotte that i am going to be busy with the projects for next three weeks,email,17
i need to send a reply to charlotte,email,17
send email to mom and wish her a happy birthday,email,17
send email to mom and tell her see her at disney world,email,17
send email to gbaby tell her gma loves her and hopes she has a great weekend,email,17
send email to boss not feeling well taking a sick day,email,17
send email to family and tell them graduation is scheduled for six pm on saturday and accept or decline the calendar invite,email,17
send email to family and tell them to bring the bug spray before coming to the park,email,17
respond back to the mail,email,17
compose reply,email,17
answer the email,email,17
send a mail to mike tell him we will meet today seven pm for dinner at coffee house,email,17
send mail to bubbles i want to meet her tomorrow at two pm in office,email,17
send mail to mom i am planning vacations with her next week,email,17
tell me the contact details of my brother,email,16
tell me the street address of my facebook friend george,email,16
tell me the office address of my brother,email,16
send email to rohan to meet me today at evening,email,17
send email to my uncle about situation of current weather,email,17
write email to my company mate to submit the task tomorrow,email,17
please send email to liz,email,17
send email to liz,email,17
forward email to liz,email,17
can you pull up jeff,email,16
what is jeff's number,email,16
link me to jeff's email,email,16
send email to jim's work email,email,17
please send an email to larry's new email at larrylarry@gmail dot com,email,17
please load new email for bruce and send message now,email,17
send this message to the family group,email,17
write this message to the coworker group,email,17
send this message to the family group starts with a,email,17
email family with details of the party,email,17
email tom the date and time of tomorrow's meeting,email,17
send email to nancy about tomorrow's work party details,email,17
sarasigmon123@gmail dot com,email,17
lindafancy55@gmail dot com,email,17
markpolomm@gmail dot com,email,17
send dad an email saying how is the weather this week,email,17
email dad how is the weather this week,email,17
send an email to dad how is the weather this week,email,17
how old is mary s.,email,16
what is mary s.'s birthday,email,16
what is mary s.'s phone number,email,16
reply to amy's email that i will get back to her,email,17
look up jim's email and reply that i don't know,email,17
pull up kate's email and write that i will let her know,email,17
tell me about mary s.,email,16
read about mary s.,email,16
tell me about mary s. in my contacts,email,16
add email,email,14
open contacts,email,14
edit contacts,email,14
is it anyone i knows birthday this month,email,16
which contact haven't i called in twelve months,email,16
please respond to greg's email stating that his idea is fantastic,email,17
shoot dale an email response warning him about the gulls at the beach,email,17
i need you to respond to jennifer's email by stating we will be late,email,17
add dale@gmail dot com to my contacts,email,14
i need you to add gary's email to my favorites,email,14
can you look up and add john's old email to my contacts again,email,14
put a new mail,email,17
forward the mail to new email address,email,17
send an email,email,17
send email to bill asking to reschedule,email,17
send email to husband to ask for restaurant ideas,email,17
send email to boss to meet for performance review,email,17
is it joes birthday soon,email,16
how old is joanne,email,16
does bob live in france,email,16
send email to joe@aol dot com,email,17
send an email to fred from work he is in my contacts,email,17
send email to joanne@aol dot com and add as new contact,email,17
provide information about bill from my contact list,email,16
look up bill information,email,16
what information do you have on file in my information about bill,email,16
open the contact alex in phonebook,email,16
open the phonebook and find the contact alex,email,16
read the contact number of alex from phone book,email,16
send an email to my wife about next week weather,email,17
please email to my wife about next week weather,email,17
write an email about next week weather to my wife,email,17
send email to family saying i love you all,email,17
write an email to my family saying i love you all,email,17
email to my family saying i love you all,email,17
reply to robert's email of today morning,email,17
send a reply to robert for his email received today morning,email,17
make a reply to the email which robert sent today morning,email,17
what is sarah's number,email,16
how do i dial sarah,email,16
how do i reach sarah,email,16
send email to bro and say hi come down for dinner tonight,email,17
send the following email to bro hi come down for dinner tonight,email,17
email the message hi come down for dinner tonight to bro,email,17
please send an email to cassy who is there on my family and friend list,email,17
please send an email to toms principal in regards to the meeting we have tomorrow,email,17
send an email to my assistant clara to cancel all appointments for tomorrow,email,17
start sync,email,16
check in contacts,email,16
apply search and check,email,16
please send pedro a email about his car,email,17
send an email to guy selling the boat telling him that i have the money,email,17
send a birthday email to my boss,email,17
can i find out information about a contact,email,16
may you please pull up information about a contact,email,16
is there a way to pull up information about a contact,email,16
send an email to mom to tell her wyatt's birthday party is on sunday,email,17
send an email to jake to tell him thank you,email,17
email jake a calendar invite for dinner on sunday,email,17
what is tom's phone number,email,16
tell me the email address for aunt ruth,email,16
do you have the mailing address for the electric company,email,16
send an email for me,email,17
please send an email to my family,email,17
create an email that needs to go out to my family,email,17
please respond,email,17
send a reply to that email,email,17
i want to reply to this email,email,17
send an email to frank at work,email,17
send an email to my mom,email,17
send an email to margaret,email,17
respond to email,email,17
reply to all,email,17
i want to reply to bob smith's email,email,17
reply back to bob smith,email,17
tell bob smith,email,17
send email to betty,email,17
email caroline,email,17
send email to myself.,email,17
reply to sarah's email,email,17
reply with thanks,email,17
send email to neil,email,17
add new email address,email,14
add bill's email to my address books and lets send him a message,email,17
send an email with the address you gave me to jean saying meet us here at eight pm,email,17
i need to send a new email here is the address and then add it to the contact list,email,17
send email to elain and reminder her not to forget the oranges in the morning,email,17
message my mother in law to book the reservations before friday or they will expire,email,17
reply to john's email today saying i will be late,email,17
reply to erins email by saying i will be on time,email,17
reply to beth's email tomorrow by telling her i wont be late,email,17
how many work contacts are in my phone book,email,16
who is the most frequently called person in my phone book,email,16
what is john doe's address,email,16
email john tomorrow,email,17
send an email to john,email,17
write an email to john and lee,email,17
send an email to bob,email,17
compose an email to bob,email,17
i need to send an email to bob,email,17
please send an email to mom,email,17
send mom an email now,email,17
send mom the following email,email,17
send the email to john,email,17
will you send the email to greg,email,17
please send the email to jeff,email,17
text an email to donna hey what are you doing today,email,17
email donna plans for today,email,17
new email recipient donna do you have plans for today,email,17
send mail hwu@xorg,email,17
send email to tim,email,17
mail macs@xorg,email,17
start email,email,17
write email,email,17
compose email,email,17
please send the following email to uncle john yes i will be there,email,17
please send an email to uncle john telling him that i will be there,email,17
please send an email to uncle john with the following yes i can make it,email,17
"send email to robert, what time is dinner",email,17
new email message to robert peck late from work send,email,17
create new message to robert @ work what time you off from me send,email,17
please send dad an email asking about the weather in new jersey,email,17
please send mom an email saying that i can make it next week,email,17
please send mom and dad an email asking how they are,email,17
please send my family an email that says the following,email,17
tell my family this in an email,email,17
i want to start my email out like this,email,17
please sent this email to my friend,email,17
i need this email sent now,email,17
there is an email i need you to send my friend,email,17
send email to cat that i will accept job offer,email,17
send email to carl that i will be late for work tomorrow,email,17
send email to comcast that their service sucks,email,17
what is this person's contact information,email,16
can you provide me with the contact information assigned to this person,email,16
how can i contact this person,email,16
please add smurfette@gmail dot com to my email contacts,email,14
please add smithjoe@email dot com to the contact information for joe smith,email,14
i need to edit marie jones email address to read,email,17
what's my friend joe's phone number,email,16
did mom text me,email,16
do i have any missed call from patrick,email,16
email my meeting details to my manager,email,17
email my friend about our plans tonight,email,17
send an email to my boss saying I will be late,email,17
add new email to my contacts macs@gmail dot com,email,14
add the email oriam@gmail dot com to my contacts,email,14
email hwu@gmail dot com add to email contacts,email,14
send email to newmail@gmail dot com,email,17
new message to newmail@gmail dot com,email,17
i have a new contact newmail@gmail dot com compose mail,email,17
save that email as a new contact,email,14
use that email address as a contact,email,14
add this email to a new contact,email,14
add this email to my contacts,email,14
i need you to add this email in my contacts,email,14
please add this email to my contacts,email,14
please send an email to the following email address hwu@gmail dot com,email,17
i need an email sent to the following email address oriam@hw.ac.uk can you do that for me please,email,17
please email celine,email,17
send an email to stan francis,email,17
send that email to james please,email,17
could you send that email to chong,email,17
reply to mark's email,email,17
prepare a reply email to mark,email,17
send email,email,17
"Olly, learn that when i say mom, I mean giselle adams",general,27
create new email address,email,17
send new email to jana dot litt at gmail dot com,email,17
send a replay email,email,17
send a request to martin,email,17
send a remind email,email,17
hi olly please send mail to mom i am coming home on this weekend,email,17
please send a mail to my hubby i will late tonight,email,17
please send a mail to my friend divya how are you,email,17
is mary smith in my contacts list,email,16
what is mary smith's telephone number,email,16
does mary smith live on main street,email,16
add new email address and send email,email,17
send email to new email address,email,17
add new contact and send email,email,17
answer email,email,17
send reply to email,email,17
send this reply to received email,email,17
send chris an email say do you have plans tonight want to go to dinner,email,17
send an email to shelly and ask if we are going to dinner next monday night,email,17
send email to mom want to go shopping tomorrow,email,17
reply to this email,email,17
open a reply message,email,17
i want to reply,email,17
add a new email for julie smith,email,17
i need to add a new email to my contacts,email,17
how do i add a new email to my contacts,email,17
please create a new contact information about jo,email,14
can you tell me the contact information of jo,email,16
can you tell me the phone number of me,email,16
call dad,email,16
check mom's number,email,16
help me call james,email,16
find me someone,email,16
make a call to,email,16
will you help me write an email to chelsea,email,17
will you write an email to chelsea for me,email,17
can you write an email to chelsea,email,17
send an email to my supervisor,email,17
now i need to write an email to my colleague,email,17
would you open the email and i would like to compose a new one,email,17
tell me john's phone number,email,16
could you get john's email address for me,email,16
what's john's home phone number,email,16
make this email a new contact,email,14
make a new contact with this email,email,14
i'd like to email mary and ask if she wanted to meet up after work at tgi friday's,email,17
please email mary and tell her i'll have her files ready in the morning,email,17
can you email mary and let her know I am on my way,email,17
will you look up joe's contact information for me,email,16
olly i need to call my mom will you check her work number for me,email,16
what street does sarah live on check my phone book,email,16
reply to email from name,email,17
send reply to name,email,17
reply to name,email,17
reply to johns email by saying yes i can,email,17
send a reply to mike with the answer four hundred and thirty from his email he sent this morning,email,17
respond to my bosses email with the word that i will be in at four in the evening,email,17
email mom about lunch,email,17
email co worker about work project,email,17
email dad about fixing my car,email,17
please send the new intern an email,email,17
i'd like to send an email to the new receptionist's email,email,17
send an email to the newest address added to the address book,email,17
send an email to all my co workers,email,17
send an email to my sister,email,17
email to address,email,17
email message to address,email,17
new address,email,17
is this my sisters cellphone number,email,16
is this the correct area code for my boss,email,16
does my co worker have a home phone number,email,16
reply,email,17
send an email in response to this,email,17
please delete the contacts that i havent spoken to in three of months,email,16
who is the contact that last called me,email,16
please contact michael m from my list with this text,email,16
olly i need to answer that last email,email,17
i just got an email from bill i need to answer it right now,email,17
that last email needs to be answer asap,email,17
forward email,email,17
reply yes to this,email,17
send response i will be there,email,17
delete this email,email,17
send email to jack@gmail dot com,email,17
i want to send email to my friend jack@gmail dot com,email,17
i want to send email to jack@gmail dot com,email,17
send email to daughter,email,17
write and send email to my boss,email,17
write and send email to friend cindy,email,17
send email to daughter saying i love you,email,17
send email to mom saying happy birthday,email,17
send email to boss saying i will be late,email,17
send an email to mike about this weekend party,email,17
draft an email to kailey about work later,email,17
shoot an email to chris about work tomorrow,email,17
please add to my contact lists and send them a reminder email,email,14
send an email to this contact,email,17
i need an email to be sent to comcastcom about my service issues,email,17
i need an email to be sent to comcastcom about my service issues,email,17
send email to chris tell him i will be late,email,17
tell chris i will be late through email,email,17
use email to let chris know i will be late,email,17
find me my dad's email address,email,16
what is the home phone number for sarah,email,16
what is frieda's home address,email,16
send a reply to the last email,email,17
i need to reply to this email,email,17
can you send an email for me to a new email address,email,17
will you send an email to this new email address,email,17
i have a new email address can you send an email,email,17
what is john smith's number,email,16
do i have a home number for shelly,email,16
tell me mary's cell number,email,16
send an email to joe that says i'm already here,email,17
send an email to mom tell her i love you,email,17
email joe and tell him to hurry,email,17
prepare to send an outgoing reply message,email,17
get me tom's number,email,16
do i have a number for jerry,email,16
send a text to alice,email,16
tell me more about john smith,general,27
when is the last time i contacted john smith,email,16
send an email to mom asking for a weather update on the week to come,email,17
write an email to luke asking how the weather will be this coming week,email,17
send an email to scott asking what the weather will be like this week,email,17
jjj.india@yahoo dot com,email,17
jj.nzt@yahoo dot com,email,17
add dan@dancom to my contacts,email,14
add dan's email,email,14
please add dan's email to my contacts,email,14
send an email to emma,email,17
drop down a line,email,17
get in contact with leo on email,email,17
send email to joejoe@gmail dot com,email,17
email joejoe@gmail dot com,email,17
send new email to joejoe@gmail dot com,email,17
create an email to my brother asking him what time he will be over for dinner,email,17
send email to joy hey i missed you yesterday want to go out for dinner tonight,email,17
create email to john start body i am interested in seeing the car you have for sale can we schedule a time to meet send,email,17
what is joe joe's home address,email,16
tell me joe joe's home address,email,16
where does joe joe live,email,16
send an email to a new address,email,17
send email new address,email,17
compose email to a new address,email,17
reply to joes email,email,17
reply to new email from joe,email,17
send reply to joe,email,17
enter atdfd@yahoo dot com into my contact list,email,14
add lowes hardware to my contact emails located in cleveland ohio,email,14
locate the email to giant eagle and put it into my contact list,email,14
write a reply to my mother's email,email,17
open up my sister's email from yesterday click reply and turn on voice activation for my response,email,17
go to my gmail and click on compose when finished i will tell you what i want to write in the email,email,17
i would like to reply to sarah's email,email,17
locate jen's most recent email so i can reply,email,17
i would like to reply to the most recent email,email,17
find john smith from alabama,email,16
where does john smith live and what is his phone number,email,16
locate information on john smith about his work location,email,16
how many contacts do i have in my phone book,email,16
how many of my contacts live or work in detroit,email,16
are my contacts mostly female or male,email,16
please send an email to john saying i'm on leave,email,17
email john saying i'm on leave,email,17
